     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000   999.000     0.000     0.004     0.027     0.000     0.964     0.004     4.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000   999.000     0.000     0.008     0.063     0.001     0.063     0.865     5.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    38.890     1.000     0.130     0.000     0.867     0.000     0.003     3.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    51.540     1.000     0.000     0.986     0.000     0.006     0.008     2.000
     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000   999.000     0.000     0.000     0.000     0.031     0.001     0.968     5.000
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000    30.370     0.000     0.015     0.008     0.001     0.611     0.364     4.000
     1.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000    37.320     0.000     0.115     0.009     0.001     0.838     0.038     4.000
     1.000     1.000     0.000     0.000     1.000     0.000     1.000     1.000     0.000   999.000     0.000     0.073     0.017     0.014     0.044     0.851     5.000
     0.000     0.000   999.000     0.000     1.000     1.000     1.000     1.000     1.000   999.000     1.000     0.971     0.019     0.000     0.007     0.004     1.000
     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000   999.000     0.000     0.918     0.002     0.000     0.078     0.002     1.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000   999.000     1.000     0.005     0.788     0.000     0.191     0.017     2.000
     1.000     1.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000   999.000     1.000     0.105     0.051     0.013     0.066     0.764     5.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000    54.820     0.000     0.005     0.788     0.000     0.191     0.017     2.000
     1.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000   999.000     1.000     0.117     0.004     0.001     0.816     0.061     4.000
     0.000     1.000     0.000     1.000     1.000     1.000     0.000     1.000     0.000   999.000     1.000     0.224     0.030     0.042     0.001     0.703     5.000
     1.000     1.000     1.000     0.000     0.000     1.000     0.000     1.000     1.000    46.410     0.000     0.011     0.025     0.000     0.923     0.041     4.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000   999.000     1.000     0.004     0.027     0.000     0.964     0.004     4.000
     1.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000    45.360     1.000     0.106     0.002     0.027     0.546     0.320     4.000
     1.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000   999.000     1.000     0.139     0.000     0.419     0.044     0.398     3.000
     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000   999.000     1.000     0.573     0.398     0.000     0.003     0.026     1.000
     1.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000   999.000     0.000     0.048     0.010     0.000     0.938     0.004     4.000
     0.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000    47.590     1.000     0.033     0.758     0.000     0.003     0.205     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000   999.000     1.000     0.001     0.918     0.000     0.006     0.075     2.000
     0.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000    46.180     0.000     0.440     0.003     0.092     0.011     0.453     5.000
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000   999.000     0.000     0.000     0.000     0.024     0.001     0.975     5.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    42.180     1.000     0.130     0.000     0.867     0.000     0.003     3.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000    43.810     0.000     0.001     0.319     0.000     0.004     0.676     5.000
     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    33.460     1.000     0.573     0.398     0.000     0.003     0.026     1.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000    44.620     1.000     0.005     0.788     0.000     0.191     0.017     2.000
     0.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000   999.000     0.000     0.709     0.172     0.001     0.001     0.117     1.000
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000   999.000     0.000     0.000     0.000     0.024     0.001     0.975     5.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    44.360     0.000     0.000     0.986     0.000     0.006     0.008     2.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000   999.000     1.000     0.004     0.027     0.000     0.964     0.004     4.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000   999.000     1.000     0.001     0.319     0.000     0.004     0.676     5.000
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000   999.000     0.000     0.007     0.001     0.020     0.146     0.826     5.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000   999.000     1.000     0.789     0.000     0.207     0.001     0.003     1.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    84.000     0.000     0.000     0.986     0.000     0.006     0.008     2.000
     1.000     1.000     1.000     0.000     1.000     0.000     1.000     1.000     1.000    70.440     0.000     0.012     0.486     0.000     0.230     0.272     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000    68.480     0.000     0.834     0.000     0.161     0.001     0.004     1.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000    72.010     1.000     0.000     0.014     0.001     0.000     0.985     5.000
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000    49.190     1.000     0.009     0.000     0.817     0.001     0.173     3.000
     0.000     0.000     0.000   999.000     0.000     1.000     0.000     1.000     1.000    69.900     0.000     0.990     0.000     0.006     0.002     0.002     1.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000    69.000     0.000     0.000     0.024     0.001     0.001     0.974     5.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000    66.370     1.000     0.001     0.918     0.000     0.006     0.075     2.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000    77.390     1.000     0.005     0.788     0.000     0.191     0.017     2.000
     0.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000    59.180     1.000     0.240     0.050     0.039     0.001     0.670     5.000
     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000    63.820     0.000     0.035     0.569     0.000     0.005     0.392     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    75.300     1.000     0.000     0.986     0.000     0.006     0.008     2.000
     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000    65.420     1.000     0.182     0.030     0.000     0.771     0.016     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    58.060     0.000     0.000     0.986     0.000     0.006     0.008     2.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000    69.190     0.000     0.000     0.001     0.005     0.000     0.995     5.000
